0 14 14 14 14 14 11 11 10 10 10 10 10 10 15 9 9 9 3 3 3 3 3 15 5 5 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 11 10 5 5 11 11 5 10 5 10 5 5 5 10 10
14 14 14 14 14 14 11 11 11 10 10 10 10 15 12 14 14 14 3 3 3 4 4 4 4 4 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 11 10 4 11 10 4 4 10 10 10 10 10 1 10 10 10
7 7 7 15 15 12 12 12 12 12 12 9 9 9 9 12 12 9 3 3 3 3 3 3 3 3 3 3 2 1 1 1 1 1 1 1 7 7 7 7 3 3 3 3 3 3 3 3 3 3 11 10 3 3 11 11 3 11 11 10 3 4 5 9 3
14 8 8 8 14 13 12 12 10 10 10 10 10 11 11 15 8 13 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 15 3 3 15 15 15 15 15 15 15 15 15 15 6 11 10 3 3 3 10 10 3 10 3 3 10 3 10 3 3
7 15 15 15 10 10 14 15 10 10 10 10 10 10 14 14 11 14 14 14 3 3 7 7 7 7 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7 15 15 15 15 15 0 0 11 10 11 10 0 0 11 10 0 13 9 9 9 3 10 3 10
9 9 13 13 13 13 15 9 10 10 10 10 12 12 12 12 12 12 11 11 11 11 11 6 12 12 11 11 11 11 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 6 10 6 10 2 4 10 5 6 6 6 12 2 2
7 15 15 15 15 12 12 12 12 12 13 11 15 13 11 8 8 8 13 11 2 2 2 15 6 11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 14 1 10 10 1 10 1 4 10 10 4 1 10 10 10 10
14 14 14 9 9 10 10 10 10 10 10 10 11 11 13 15 9 9 9 9 9 7 9 7 7 7 1 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 11 15 10 5 5 5 5 5 9 9 9 10 9 9 9 4 10
0 0 15 12 12 8 13 8 8 8 8 8 10 10 10 10 10 9 9 3 9 8 8 8 6 3 3 3 3 3 3 15 2 2 2 2 3 4 3 3 3 3 3 3 3 3 15 6 6 6 6 10 11 6 11 10 0 10 10 0 10 6 10 10 6
7 7 15 15 15 12 12 12 12 12 12 9 15 15 12 12 1 9 9 9 9 9 9 9 7 9 9 7 7 7 15 2 2 2 2 2 7 1 1 1 1 7 7 7 7 7 4 0 4 4 10 11 0 11 10 11 10 11 10 1 11 9 1 9 9
