11 11 11 13 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 6 6 4 6 6 11 11 11 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 11 10 2 6 2 10 10 2 10 2 2 10 2 10 6 2
12 15 12 15 15 12 13 13 13 13 13 13 13 13 13 13 13 13 15 13 13 13 13 7 13 13 13 13 13 13 15 15 15 15 15 15 15 15 15 15 5 5 5 5 5 5 5 5 0 0 10 10 10 0 10 10 0 0 1 10 1 1 10 1 1
15 13 9 15 15 12 12 12 12 12 12 12 15 1 1 1 1 2 2 2 2 2 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7 7 7 11 10 0 11 11 0 0 11 0 0 0 10 0 10
0 0 8 8 8 8 8 8 8 8 8 8 8 1 8 8 8 8 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 10 10 14 10 14 14 14 10 10 7 14 14 10 14 10 5
7 14 9 14 9 9 14 14 14 14 14 14 14 14 14 14 13 13 13 13 13 13 7 13 13 13 13 13 11 1 1 2 2 2 2 2 2 2 2 1 1 2 2 2 0 0 0 3 3 1 10 10 10 10 10 1 1 1 10 1 10 10 1 10 10
13 13 13 14 13 13 13 13 13 9 12 9 9 10 10 10 9 9 9 9 9 9 7 9 9 9 9 6 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 11 10 2 1 1 10 10 1 10 4 1 10 1 10 1 1
15 14 14 14 14 14 14 9 9 9 9 11 11 11 11 11 13 13 13 3 11 13 13 13 15 4 11 11 11 15 4 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 4 4 4 1 11 10 4 11 11 3 10 10 6 6 3 10 3 10 3
15 15 15 15 15 12 9 9 13 13 13 13 13 13 13 13 15 15 3 0 11 11 6 6 6 11 11 5 5 15 15 15 15 15 5 5 15 15 15 5 5 6 6 6 6 6 1 1 1 10 10 10 10 10 1 1 7 7 10 7 0 0 0 0 0
11 11 9 9 9 9 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 6 6 6 6 11 11 11 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 11 10 6 11 10 3 3 3 3 10 3 10 3 10 3 9 3
15 13 13 11 11 10 10 10 10 10 10 10 10 10 10 11 11 3 11 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 5 5 5 5 5 0 0 0 0 0 3 3 3 10 11 3 11 10 3 10 10 11 11 11 10 3 3 11
