7 12 12 12 12 12 12 12 12 12 11 15 15 11 13 1 1 15 15 3 3 0 5 5 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1 3 3 3 5 5 4 4 7 7 11 4 10 15 15 15 0 0 10 10 10 10 10 10 10 7 0
15 15 15 15 15 15 12 12 10 10 11 11 15 15 11 8 14 14 2 0 0 3 3 5 1 1 1 1 1 1 1 3 3 3 0 0 1 1 1 1 1 0 0 0 0 0 3 3 5 11 10 6 6 6 11 11 11 11 11 7 11 11 11 0 11
15 15 15 15 15 0 0 0 12 12 12 12 10 10 15 15 15 15 3 15 15 15 15 6 6 6 2 2 2 2 2 2 2 4 4 4 4 4 2 2 2 2 2 0 0 0 0 0 11 5 10 6 6 3 3 13 0 0 0 0 0 0 0 0 0
3 13 13 13 13 13 13 11 11 11 11 11 15 15 8 8 13 11 2 2 2 3 7 7 7 7 7 7 7 7 7 3 3 3 3 7 7 7 7 7 7 6 6 6 6 6 2 1 1 11 10 1 1 1 11 11 11 11 11 0 11 11 11 0 11
8 8 8 8 8 8 14 10 10 8 8 8 8 8 8 0 0 0 0 3 15 15 15 15 15 5 3 3 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 0 2 11 2 10 2 2 2 2 11 11 11 11 11 11 11 11 6 0
11 11 12 12 12 12 12 11 11 11 11 14 14 9 14 14 14 14 3 3 3 15 7 7 7 7 7 7 7 7 7 15 15 15 7 7 7 7 7 7 7 7 7 7 7 7 2 2 2 2 14 0 10 14 10 2 11 11 0 0 0 0 0 0 0
14 14 10 10 8 8 11 11 11 11 12 12 12 12 10 8 8 3 3 3 3 3 7 7 6 6 6 6 6 6 6 6 6 6 6 0 0 0 0 7 7 7 7 7 7 7 7 7 7 11 10 7 7 7 11 11 11 11 11 6 11 11 11 6 11
10 10 10 10 10 10 10 10 10 10 10 10 10 1 1 1 11 1 11 1 1 1 1 7 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 3 11 2 10 2 1 1 1 1 10 10 1 8 10 1 2 10 8 0
11 11 11 11 11 11 11 11 11 12 11 12 10 10 1 14 14 13 13 1 1 3 3 3 6 6 6 6 6 6 2 2 2 6 6 2 2 2 2 2 2 2 2 2 2 2 2 11 2 10 2 2 2 2 2 12 12 11 12 11 12 12 11 12 11
15 15 15 12 12 12 12 12 12 12 12 12 13 13 13 13 3 3 3 3 3 3 3 1 4 7 4 4 4 4 4 4 4 4 4 4 7 7 7 5 5 5 5 5 5 5 0 1 1 15 1 8 2 12 12 12 2 2 11 2 2 2 2 0 0
