9 9 9 15 10 10 11 11 11 11 11 11 11 1 1 1 15 15 3 3 3 15 15 7 8 8 8 7 4 4 3 3 3 4 4 4 4 15 2 2 2 2 1 3 3 4 7 7 7 7 10 1 1 11 7 7 4 4 12 7 9 7 0 0 0
15 15 8 8 13 8 8 8 8 8 13 13 15 11 1 1 1 1 1 15 15 13 6 6 6 6 2 2 2 2 2 6 6 3 3 3 5 5 5 5 5 4 4 7 7 7 0 6 11 10 11 10 0 0 0 0 0 0 0 0 0 0 0 0 0
7 14 14 14 14 14 14 14 14 14 14 14 14 15 15 14 14 15 15 15 14 15 15 7 14 14 14 9 15 11 11 11 11 5 5 0 0 5 5 5 5 5 5 15 15 15 7 7 7 7 10 10 10 10 11 7 9 9 15 9 11 0 0 10 0
15 10 10 12 12 10 10 10 10 10 10 11 11 1 1 1 1 15 3 3 15 11 7 7 7 3 3 3 3 3 2 2 3 3 3 1 1 1 1 1 0 0 0 0 0 15 0 0 0 11 10 0 11 10 3 5 5 10 8 10 8 10 5 8 10
10 10 10 10 10 15 10 14 14 14 14 14 14 15 10 13 1 1 1 1 1 7 7 7 7 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 7 7 7 1 7 7 1 14 0 10 6 10 0 10 6 11 13 12 11 6 6 11 10
15 15 15 15 12 12 12 12 12 12 12 12 11 11 1 1 15 8 8 8 8 8 7 7 11 11 11 11 11 11 3 7 7 7 1 1 6 5 5 15 5 5 5 15 15 15 15 15 15 2 14 0 11 10 14 14 8 10 0 10 0 10 10 0 0
7 15 15 10 10 10 10 10 10 10 10 10 8 8 8 1 1 1 0 15 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 15 15 10 11 1 1 10 10 3 10 1 11 10 10 10 6 0
3 8 9 10 10 10 9 9 9 9 9 9 9 14 1 1 0 15 14 2 2 2 3 15 3 9 9 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 1 1 1 11 10 0 11 11 6 1 11 0 15 1 1 10 1 1
15 8 12 12 11 11 12 10 10 10 10 10 10 10 1 0 0 0 2 2 2 2 2 2 2 5 5 5 5 2 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 11 10 2 2 11 10 4 4 4 10 4 10 4 4 10 4 4
15 15 15 11 11 11 11 11 11 11 11 15 1 1 1 1 1 0 0 0 15 9 5 5 5 5 5 6 11 1 1 1 1 6 6 6 6 1 1 1 1 1 1 1 6 1 1 1 1 0 10 10 10 3 14 11 6 6 10 7 7 10 10 6 0
