# # Results obtained with Prioritized Replay . CPU time: 18792.407597780228
0.00502698  59.00000000  0.00313875  65.00000000  0.02921569  0.00000000
0.02115391  61.00000000  0.01052410  65.00000000  0.06278842  0.00000000
0.05037116  63.00000000  0.05037116  65.00000000  0.09801208  0.00000000
0.00962240  60.00000000  0.00434875  65.00000000  0.05115919  0.00000000
0.01743841  63.00000000  0.01743841  65.00000000  0.05391001  0.00000000
0.00104217  45.00000000  0.00084423  65.00000000  0.01201105  0.00000000
0.00379574  58.00000000  0.00262430  65.00000000  0.03346616  0.00000000
0.00071052  63.00000000  0.00071052  65.00000000  0.00110717  0.00030000
0.00545206  63.00000000  0.00545206  65.00000000  0.00992928  0.00160000
0.00649537  63.00000000  0.00649537  65.00000000  0.01427859  0.00290000
0.01033691  60.00000000  0.00310238  65.00000000  0.02308794  0.00420000
0.00944317  52.00000000  0.00031985  65.00000000  0.06268366  0.00550000
0.00043910  56.00000000  0.00011199  65.00000000  0.00277076  0.00680000
0.00218495  56.00000000  0.00153051  65.00000000  0.01323130  0.00810000
0.00188134  63.00000000  0.00188134  65.00000000  0.00683685  0.00940000
0.00358265  59.00000000  0.00208289  65.00000000  0.01113143  0.01070000
0.00395931  57.00000000  0.00321707  65.00000000  0.02916446  0.01200000
0.00124201  58.00000000  0.00053792  65.00000000  0.01224968  0.01330000
0.00139205  62.00000000  0.00129911  65.00000000  0.00643306  0.01460000
0.02042922  61.00000000  0.01287964  65.00000000  0.08710522  0.01590000
0.00074963  55.00000000  0.00015668  65.00000000  0.00243926  0.01720000
0.00373842  52.00000000  0.00117729  65.00000000  0.01858597  0.01850000
0.01028299  49.00000000  0.00047099  65.00000000  0.06708653  0.01980000
0.00103067  59.00000000  0.00066035  65.00000000  0.00334098  0.02110000
0.06493954  63.00000000  0.06493954  65.00000000  0.12949180  0.02240000
0.07262496  63.00000000  0.07262496  65.00000000  0.15890314  0.02370000
0.02409024  52.00000000  0.02024566  65.00000000  0.18790702  0.02500000
0.00142993  60.00000000  0.00061319  65.00000000  0.00941648  0.02630000
0.00101080  63.00000000  0.00101080  65.00000000  0.00428980  0.02760000
0.00056159  43.00000000  0.00055401  65.00000000  0.00577271  0.02890000
0.00233648  63.00000000  0.00233648  65.00000000  0.01037061  0.03020000
0.00069153  63.00000000  0.00069153  65.00000000  0.00559029  0.03150000
0.00049598  55.00000000  0.00032915  65.00000000  0.00211472  0.03280000
0.00034415  63.00000000  0.00034415  65.00000000  0.00215174  0.03410000
0.00064737  59.00000000  0.00054624  65.00000000  0.00232142  0.03540000
0.00248850  63.00000000  0.00248850  65.00000000  0.01835602  0.03670000
0.00155520  55.00000000  0.00125592  65.00000000  0.00985585  0.03800000
0.01900068  63.00000000  0.01900068  65.00000000  0.06025885  0.03930000
0.05021854  55.00000000  0.01533415  65.00000000  0.16015812  0.04060000
0.00022296  63.00000000  0.00022296  65.00000000  0.00247881  0.04190000
0.00419676  59.00000000  0.00356211  65.00000000  0.02721051  0.04320000
0.00687529  59.00000000  0.00342668  65.00000000  0.03908385  0.04450000
0.00246507  62.00000000  0.00245368  65.00000000  0.00419104  0.04580000
0.01558509  54.00000000  0.00189463  65.00000000  0.16082202  0.04710000
0.01833705  63.00000000  0.01833705  65.00000000  0.02630436  0.04840000
0.00698599  52.00000000  0.00320057  65.00000000  0.04668873  0.04970000
0.00656047  61.00000000  0.00231260  65.00000000  0.01912402  0.05100000
0.00125786  63.00000000  0.00125786  65.00000000  0.00287092  0.05230000
0.00537800  58.00000000  0.00404720  65.00000000  0.05875430  0.05360000
0.00235614  53.00000000  0.00096140  65.00000000  0.00989972  0.05490000
0.00044726  63.00000000  0.00044726  65.00000000  0.00180970  0.05620000
0.00231749  59.00000000  0.00146314  65.00000000  0.00891504  0.05750000
0.00861405  59.00000000  0.00429887  65.00000000  0.03742400  0.05880000
0.00055481  63.00000000  0.00055481  65.00000000  0.00199546  0.06010000
0.00431159  62.00000000  0.00430724  65.00000000  0.03213111  0.06140000
0.10576268  57.00000000  0.04310846  65.00000000  0.68297988  0.06270000
0.05771311  54.00000000  0.04428778  65.00000000  0.43149838  0.06400000
0.00051176  63.00000000  0.00051176  65.00000000  0.00394493  0.06530000
0.30745914  63.00000000  0.30745914  65.00000000  0.46881352  0.06660000
0.00440767  63.00000000  0.00440767  65.00000000  0.01997238  0.06790000
0.00080496  60.00000000  0.00049814  65.00000000  0.00669302  0.06920000
0.01893977  58.00000000  0.01223510  65.00000000  0.09373451  0.07050000
0.00079381  62.00000000  0.00078542  65.00000000  0.00197753  0.07180000
0.00721917  51.00000000  0.00135477  65.00000000  0.05523395  0.07310000
0.06097043  63.00000000  0.06097043  65.00000000  0.19295513  0.07440000
0.00793936  59.00000000  0.00630157  65.00000000  0.04885160  0.07570000
0.01363395  62.00000000  0.00874059  65.00000000  0.04270072  0.07700000
0.00057705  55.00000000  0.00006531  65.00000000  0.00387580  0.07830000
0.00638287  52.00000000  0.00127012  65.00000000  0.02973535  0.07960000
0.00113686  62.00000000  0.00113296  65.00000000  0.00305089  0.08090000
0.03918387  59.00000000  0.01426236  65.00000000  0.10568144  0.08220000
0.00645511  63.00000000  0.00645511  65.00000000  0.02301673  0.08350000
0.00857861  62.00000000  0.00823460  65.00000000  0.03550916  0.08480000
0.01446963  63.00000000  0.01446963  65.00000000  0.04379603  0.08610000
0.01958763  60.00000000  0.01433180  65.00000000  0.06252147  0.08740000
0.04569043  56.00000000  0.01225265  65.00000000  0.18026715  0.08870000
0.03539339  63.00000000  0.03539339  65.00000000  0.07982705  0.09000000
0.01608601  59.00000000  0.00961154  65.00000000  0.08109412  0.09130000
0.01170866  61.00000000  0.00670260  65.00000000  0.07319964  0.09260000
0.00310914  58.00000000  0.00248725  65.00000000  0.01059068  0.09390000
0.00013700  56.00000000  0.00010534  65.00000000  0.00052921  0.09520000
0.09270477  62.00000000  0.06634683  65.00000000  0.18685259  0.09650000
0.03329821  62.00000000  0.02295220  65.00000000  0.12135147  0.09780000
0.00429773  63.00000000  0.00429773  65.00000000  0.01706173  0.09910000
0.00255966  63.00000000  0.00255966  65.00000000  0.00647911  0.10040000
0.00009800  52.00000000  0.00003896  65.00000000  0.00136345  0.10170000
0.00254410  63.00000000  0.00254410  65.00000000  0.02331604  0.10300000
