13 0 0.9590481594678024 7.80000000 14 367.50779414
13 1 0.9505889842587142 7.65000000 35 900.32380748
13 2 0.9594271996885669 7.95000000 8 241.81106305
13 3 0.9668345440988765 7.80000000 11 325.70331383
13 4 0.9669116252569641 7.80000000 13 382.75056195
13 5 0.9502643333931635 7.80000000 9 267.04531193
13 6 0.9548498993229807 7.80000000 14 410.74208736
13 7 0.9613248523539024 7.80000000 12 354.63814640
13 8 0.9514571014496317 7.80000000 9 269.22729135
13 9 0.9665458624067101 7.80000000 11 326.39409161
