11 11 13 11 13 10 10 10 10 10 10 9 9 9 9 9 9 9 13 3 13 6 6 6 9 9 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 6 6 6 10 10 3 10 3 0 10 10 6 6 10 10 1 10
7 7 7 15 15 14 14 14 10 14 14 9 15 8 8 1 8 8 8 8 4 4 4 4 4 3 3 3 3 3 3 7 7 7 7 7 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8 10 10 10 10 10 10 11 11 3 3 3 11 11 6
7 7 10 10 10 10 10 10 10 10 10 15 13 13 13 13 1 9 9 9 9 9 6 14 9 6 7 11 7 15 15 1 1 7 7 7 15 15 15 7 7 2 2 2 2 7 2 2 2 11 10 2 2 2 2 10 2 10 2 10 2 10 10 5 5
7 15 0 0 0 0 8 8 11 11 15 1 1 10 10 10 11 11 11 11 11 7 7 7 9 9 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 2 2 2 2 2 2 2 2 13 10 10 10 10 11 11 11 11 11 10 10 3 3 3
8 8 8 8 8 15 15 10 12 12 12 12 15 1 1 8 8 8 8 8 8 8 8 8 8 6 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 6 6 6 6 6 10 10 7 10 14 6 10 10 7 7 10 7 10 7
15 12 15 15 12 15 15 12 12 12 12 12 12 12 12 12 12 14 14 3 14 7 7 7 14 14 15 15 15 15 15 15 7 7 7 7 15 15 15 15 1 1 1 1 1 1 7 7 7 1 14 2 10 10 10 10 10 7 7 10 10 10 7 10 10
7 7 13 13 13 13 13 13 13 13 13 15 1 1 1 1 12 12 10 10 10 7 7 7 7 7 7 7 15 15 7 15 15 15 15 15 15 15 15 15 15 6 6 6 6 15 6 1 1 14 6 10 10 6 10 6 6 10 10 6 6 10 10 10 10
12 12 15 11 11 11 11 11 11 12 12 12 10 1 10 10 10 10 10 10 10 4 4 4 15 15 4 4 4 4 4 2 4 0 0 0 2 2 2 2 2 0 0 0 0 0 1 1 1 1 14 1 1 10 1 10 1 1 10 1 1 10 10 3 3
15 15 15 15 15 15 15 8 8 8 15 10 10 1 1 1 9 8 8 8 8 8 8 8 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 11 10 4 4 4 7 10 7 10 7 10 7 10 10 7 7
8 8 15 15 8 15 11 11 11 11 11 11 11 13 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 11 11 11 14 11 11 14 1 11 11 11 1 11 11
