20 0 0.9900476171756281 14.85000000 46 14.25346208 0.87128873
20 1 0.9882975140222952 14.70000000 107 46.52282858 0.92658416
20 2 0.990054921836138 14.10000000 52 15.21665692 0.94128262
20 3 0.9866923672175327 11.85000000 109 34.93266749 0.88669357
20 4 0.9855129637202126 13.95000000 105 45.60426688 0.92452734
20 5 0.9900405510512481 13.50000000 55 16.35871410 0.87069953
20 6 0.990262033978514 13.20000000 48 13.78644753 0.94198140
20 7 0.990070176735648 14.85000000 68 20.01830244 0.94298975
20 8 0.9900539641237153 14.85000000 59 17.12162995 0.92593159
20 9 0.987768622339332 11.85000000 107 46.87132335 0.91760893
20 10 0.9860987508169349 14.55000000 118 43.32531428 0.88629328
20 11 0.9869661095966653 14.25000000 110 47.73039055 0.87735758
20 12 0.9870478731880885 13.95000000 112 47.85003138 0.86404329
20 13 0.981052027230611 13.95000000 123 42.18172431 0.88095423
20 14 0.9878799697837375 13.05000000 108 46.03810740 0.89328750
20 15 0.98600610278715 13.80000000 111 43.56831908 0.87398547
20 16 0.982474760898358 14.85000000 118 45.23024797 0.86242254
20 17 0.981789304781 13.80000000 126 46.63521576 0.93340485
20 18 0.9903878551664076 14.40000000 43 12.50643778 0.91039492
20 19 0.984972942279533 13.95000000 118 42.98296571 0.89871628
20 20 0.9902328327534313 13.80000000 43 12.24532104 0.90510339
20 21 0.9869226216240822 13.20000000 122 59.44025445 0.90956215
20 22 0.9902625410029263 13.35000000 34 9.89627647 0.88827108
20 23 0.9874306004553133 14.70000000 120 43.05418277 0.91068321
20 24 0.9877499722171371 14.55000000 116 55.09693289 0.93583247
20 25 0.9909404263790995 14.85000000 49 14.44430518 0.92503969
20 26 0.9836864890153996 13.80000000 116 48.31304431 0.90608870
20 27 0.9874758069976002 14.85000000 116 46.21430063 0.93861957
20 28 0.9900560441234947 14.85000000 56 16.23810363 0.89603023
20 29 0.9857730270360456 14.25000000 130 62.27460337 0.89408062
20 30 0.9824305106948028 14.40000000 112 39.87543368 0.94963219
20 31 0.9857352507873433 12.60000000 111 39.91856480 0.94415021
20 32 0.9880682811682804 13.80000000 126 50.66998029 0.93413940
