15 15 15 15 10 12 12 12 12 12 12 12 8 8 8 8 15 15 15 3 3 8 6 6 8 8 14 14 8 8 1 11 11 11 1 1 1 1 1 1 1 1 6 6 6 6 7 7 7 7 7 10 11 1 10 10 10 10 10 1 10 10 10 10 10
10 10 10 10 15 15 15 15 13 13 13 11 15 15 15 10 9 9 9 9 9 9 7 9 9 9 9 9 9 9 3 1 15 15 15 15 15 15 15 15 4 4 4 4 4 4 4 15 15 15 10 12 15 15 10 10 15 10 10 6 1 10 10 10 1
11 11 9 12 12 12 12 13 13 13 13 10 10 1 1 1 1 1 1 15 15 8 8 8 6 9 13 13 13 13 13 13 11 11 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 10 10 10 10 10 3 3 9 3 9 3 9 3 3
7 7 12 12 12 11 11 11 11 15 15 15 15 15 1 12 12 12 0 12 12 10 14 14 7 10 8 8 1 1 7 7 3 3 11 11 3 3 6 6 6 6 6 6 6 2 4 4 15 4 4 10 10 10 10 10 4 10 10 10 0 10 10 10 10
10 10 10 15 15 10 10 14 10 15 15 15 15 15 13 13 13 13 12 8 8 14 14 7 14 14 14 2 2 2 2 1 2 2 2 2 0 0 3 3 6 3 3 6 5 5 0 0 0 0 0 8 9 8 9 4 11 10 10 0 10 10 1 1 10
7 7 15 10 15 15 11 15 15 11 11 11 13 13 1 1 1 14 14 8 8 8 8 7 13 13 13 11 11 9 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 10 0 0 10 10 10 14 11 14 0 9 5 5 9
7 15 15 15 13 13 13 9 8 8 15 12 12 15 15 10 10 10 3 3 10 12 12 6 6 8 8 10 6 6 6 11 11 11 11 0 1 1 1 1 1 1 1 1 1 1 0 0 0 3 14 1 10 10 10 10 10 1 10 10 10 6 10 10 6
15 15 15 15 15 15 15 11 11 11 11 11 11 11 11 1 1 1 8 8 8 8 10 6 8 8 8 8 8 9 2 7 7 4 4 4 4 4 4 4 4 4 0 0 0 0 15 3 0 0 0 14 10 10 10 10 10 5 10 10 10 5 10 10 5
10 10 10 10 10 15 10 12 15 12 12 11 11 1 1 1 1 10 10 10 10 10 14 0 6 0 0 0 0 0 7 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 10 10 2 14 10 0 0 0 10 10 1 1 10 1
7 7 15 15 14 15 15 15 10 12 12 12 12 1 1 1 1 1 1 1 1 2 2 13 6 2 2 2 2 11 11 4 11 4 11 4 4 4 4 4 0 4 4 4 4 0 0 15 4 0 15 10 10 10 14 11 5 10 5 10 10 5 10 10 10
