0 10 0 14 14 12 14 11 11 11 10 10 10 10 1 10 10 10 10 10 10 15 8 7 15 2 2 2 2 7 7 7 7 7 7 7 1 1 7 7 7 1 1 1 1 1 1 1 11 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 13 13 13 13 14 14 14 13 13 12 12 1 1 13 13 13 13 13 13 13 13 7 12 12 13 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 3 11 1 10 2 2 2 2 15 10 10 10 10 2 10 15 10 10
4 10 10 10 10 10 11 11 11 10 12 10 1 1 1 1 1 11 11 11 11 11 11 7 7 7 7 7 7 2 2 2 2 2 2 7 7 7 7 7 2 2 2 2 2 7 7 7 11 10 11 10 1 1 1 1 0 0 0 0 0 0 0 0 0
7 12 12 12 12 12 12 15 15 11 12 12 12 11 8 8 8 2 2 2 2 0 5 5 5 5 6 6 6 6 6 5 5 1 1 1 6 6 6 6 6 6 6 6 6 6 4 4 4 14 10 10 10 2 10 10 2 2 2 10 2 10 2 10 2
10 10 10 10 10 10 10 10 10 10 10 10 10 8 1 8 8 8 8 8 8 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 11 10 6 6 6 10 4 10 1 10 1 10 10 6 6 10
0 13 13 13 0 0 8 8 12 8 8 8 8 1 1 1 1 9 9 9 9 9 9 7 9 7 7 7 7 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 10 0 0 11 10 0 5 0 10 0 10 0 11 11 0 8
15 15 12 12 12 12 12 9 15 13 13 12 9 9 9 9 9 3 3 3 3 9 9 9 11 11 6 6 6 7 15 15 15 15 15 15 15 7 7 7 7 7 7 7 7 7 7 1 1 7 7 10 10 14 10 1 15 11 11 11 15 11 10 2 0
0 8 8 8 10 13 10 10 10 10 10 10 8 1 1 1 1 1 1 1 2 2 6 6 2 6 6 6 6 6 15 15 15 15 7 15 15 15 6 6 15 15 15 15 3 15 15 15 15 11 10 2 2 10 10 2 10 2 2 10 10 0 10 10 0
10 10 10 10 10 10 10 13 13 13 13 13 1 1 0 0 0 0 1 1 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 11 10 0 11 10 11 10 0 0 0 10 0 10 0 0 0
4 14 14 8 8 11 11 8 8 8 13 13 13 13 1 13 13 13 3 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 0 0 0 0 0 6 6 0 0 0 0 11 10 11 10 0 0 0 11 9 0 0 0 0 0 0 0 0
