13 0 0.9529607423421007 8.85000000 14 557.60042143
13 1 0.9674067410129293 9.30000000 10 398.00470734
13 2 0.9637028058375348 9.45000000 15 592.71675181
13 3 0.9613406745276641 9.30000000 16 629.01065850
13 4 0.9608138369442916 9.60000000 14 556.51152015
13 5 0.9776148375080697 9.30000000 15 584.96027732
13 6 0.9534928142745979 9.30000000 15 591.51144814
13 7 0.953817335578502 9.60000000 16 629.77421021
13 8 0.9640422425531826 8.25000000 14 553.65472388
13 9 0.968187861818801 8.85000000 21 824.65591908
13 10 0.950014490375251 9.30000000 16 633.53710103
13 11 0.9548517601194744 9.45000000 17 670.29716015
13 12 0.956600218377786 9.60000000 9 366.04043579
13 13 0.9529470096525285 8.85000000 8 325.96167278
13 14 0.9501426631999865 8.25000000 12 479.49838901
13 15 0.9556603069949429 8.25000000 4 174.02248287
13 16 0.9588225628842153 9.00000000 14 555.31588149
13 17 0.9501450917543678 8.55000000 14 554.13450313
13 18 0.9605934969856021 9.60000000 9 362.90846181
13 19 0.959858700502225 9.30000000 14 554.31910920
13 20 0.9582829105605284 8.55000000 14 556.65865493
13 21 0.9684946086394698 9.45000000 13 517.87220311
13 22 0.9503384793549416 9.30000000 17 671.20552540
13 23 0.9574196493179155 9.00000000 14 559.96998787
13 24 0.9589714651569402 9.00000000 15 598.66089058
13 25 0.9619137688413864 7.95000000 3 135.33972812
13 26 0.9534171207509605 8.85000000 12 484.14777780
13 27 0.9651298224213747 9.15000000 16 635.64736152
13 28 0.9625470897031234 8.10000000 10 400.69221282
13 29 0.9730256343947717 9.00000000 19 739.52109790
13 30 0.9506552544192358 8.10000000 13 508.71077013
13 31 0.9712910313947467 9.60000000 13 517.68918371
13 32 0.9580144629579985 9.45000000 18 707.30451393
13 33 0.9559616095579142 9.00000000 19 744.93636274
13 34 0.9702400585240514 8.70000000 16 636.45703387
13 35 0.9591945080360345 8.40000000 14 559.60593915
13 36 0.9685856343781629 8.85000000 12 476.33127975
13 37 0.965149064295768 8.25000000 12 480.64918756
13 38 0.9607139731822557 8.40000000 13 520.97483635
13 39 0.9629755090842357 8.10000000 12 479.46823120
13 40 0.9530083107686487 8.25000000 11 438.04851294
13 41 0.9582758496621934 8.10000000 10 400.05169678
13 42 0.9716748745329058 8.70000000 17 674.62797642
13 43 0.9670281237822933 8.10000000 12 484.35495806
13 44 0.9714259591809608 8.10000000 12 484.45646024
13 45 0.9710909364073033 9.00000000 17 649.00931907
13 46 0.9521961657537983 8.25000000 8 319.61009240
13 47 0.95017945748265 9.45000000 13 515.99824882
13 48 0.9502900964301475 9.15000000 16 631.93606639
13 49 0.9501078469248697 9.60000000 12 481.11985373
13 50 0.9502581375974064 8.55000000 16 632.32344818
13 51 0.9616338461390759 9.30000000 12 458.64909220
13 52 0.9566299305222996 9.60000000 11 440.17457342
13 53 0.9718255919394415 8.40000000 15 564.68674421
13 54 0.9703680250793661 9.30000000 11 414.40890312
13 55 0.9614099513337474 8.70000000 15 557.41240287
13 56 0.9567481239981924 9.60000000 15 580.94061017
13 57 0.965059397725781 9.45000000 14 521.54826498
13 58 0.9667923557175875 9.60000000 13 487.82205176
13 59 0.9571523907366644 7.95000000 7 265.53312683
13 60 0.9504999656165721 9.60000000 13 480.46367025
13 61 0.9624503369090496 8.25000000 17 612.06747079
13 62 0.9827284223008267 9.45000000 20 719.46760106
13 63 0.9590807006851163 8.70000000 15 545.62725806
13 64 0.9531259023287151 9.45000000 12 443.96476364
13 65 0.9838485976681699 8.85000000 19 697.73437715
13 66 0.9628452573129009 8.10000000 12 462.25627255
13 67 0.9513696342633312 9.30000000 8 302.99099922
13 68 0.9661575735600207 8.25000000 14 525.37873650
13 69 0.960629268659436 9.45000000 19 689.65117407
13 70 0.9611415192700516 8.70000000 20 717.47396684
13 71 0.9510713747364777 9.15000000 16 579.86262226
13 72 0.9528792753545475 9.30000000 13 475.43314767
13 73 0.9580611395460997 8.25000000 14 508.11860895
13 74 0.9518076227916774 8.10000000 14 509.73229861
13 75 0.9580065250207174 9.30000000 16 579.09216499
13 76 0.9668317549011877 9.30000000 13 474.32217121
13 77 0.9539747533373084 8.55000000 14 510.47273946
13 78 0.9715694682204117 9.00000000 17 608.65755153
13 79 0.9506966119002074 9.30000000 15 537.56078649
13 80 0.9531827673615783 9.45000000 14 506.79392433
13 81 0.9780638960392218 9.00000000 16 571.20246840
13 82 0.956600541608483 9.15000000 18 620.74250937
13 83 0.9567837021290704 9.60000000 11 385.20155644
13 84 0.9718161555527327 8.10000000 12 421.09204030
13 85 0.9553273628644909 8.10000000 10 352.40558624
13 86 0.9595068894585599 9.00000000 10 351.93507147
13 87 0.9535678012518884 9.30000000 17 585.90624857
13 88 0.9606905085577965 9.00000000 14 483.90192199
13 89 0.9587178367236286 9.00000000 14 484.84399939
13 90 0.9526141568961684 9.45000000 11 383.03210521
13 91 0.9592722924311268 9.45000000 17 574.36144471
13 92 0.9584714180028332 9.45000000 18 594.59395099
13 93 0.9608699795643301 8.25000000 7 240.78976941
13 94 0.95398171646107 8.10000000 11 368.84133983
13 95 0.9536147492645076 8.10000000 7 237.28755975
13 96 0.9511288074715232 8.40000000 9 288.42388606
13 97 0.9698817563360304 9.15000000 18 563.34350395
13 98 0.9652393337836863 8.70000000 13 409.33111715
13 99 0.9567853236604859 9.45000000 12 377.82892776
