18 0 0.9521230697325772 12.15000000 11 234.63655758
18 1 0.963045642496713 10.65000000 10 208.42696691
18 2 0.9638581635729949 10.65000000 10 207.23268914
18 3 0.9579009625809426 10.65000000 9 187.35500145
18 4 0.9593971576698438 10.65000000 10 203.40619421
18 5 0.9500079083695073 10.65000000 10 203.44144964
18 6 0.9559725750489856 10.65000000 10 200.50782943
18 7 0.952294335515216 11.40000000 10 196.57474971
18 8 0.9569808366058152 10.65000000 10 191.95749879
18 9 0.9555022971430907 10.50000000 10 191.77038455
