13 15 15 9 9 14 12 13 13 13 14 14 9 9 9 1 8 8 8 8 3 8 4 4 4 13 13 13 13 13 11 11 0 0 5 5 5 5 5 5 2 2 2 2 2 0 0 7 7 2 1 10 1 11 7 7 8 10 10 7 10 10 1 0 0
10 15 15 12 12 12 11 12 11 11 11 11 11 1 9 1 1 8 3 3 8 8 1 7 13 7 13 7 7 13 13 11 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7 7 5 5 5 10 11 5 10 10 10 10 10 5 10 10 10 5 0
11 15 15 10 12 12 12 12 13 13 14 10 12 13 1 12 12 1 3 3 3 3 2 5 5 5 5 5 5 5 5 11 11 6 6 0 0 6 6 6 6 6 4 4 4 4 4 4 4 11 10 4 7 7 11 11 11 11 11 3 10 10 0 0 0
11 11 11 15 15 12 11 9 0 0 0 0 1 1 1 1 1 8 8 8 8 0 6 6 6 4 0 2 0 0 4 4 0 2 5 5 5 5 3 3 3 3 3 5 5 5 5 5 5 7 7 10 7 11 7 7 7 8 10 10 6 10 10 0 0
3 15 10 10 12 12 12 12 12 8 13 13 1 1 8 8 1 8 2 8 8 8 6 6 8 8 6 6 6 6 11 11 0 0 0 0 0 2 2 2 0 0 0 0 0 2 5 5 5 5 6 10 10 10 10 11 15 11 15 15 10 15 15 0 0
7 15 15 15 9 9 9 9 9 9 9 9 9 9 9 1 1 1 2 2 2 2 2 4 4 4 4 4 2 2 2 2 2 6 6 6 7 6 0 0 0 0 0 0 0 0 0 0 0 0 10 11 0 11 10 0 11 11 10 10 0 0 0 0 0
10 12 15 15 10 10 10 13 9 13 13 9 9 0 0 0 0 0 3 8 8 13 7 7 7 9 9 9 11 11 11 11 11 5 7 7 7 7 3 3 3 3 7 3 3 1 1 1 1 2 2 10 10 3 10 3 3 10 10 1 1 0 0 0 0
10 0 0 0 8 8 11 11 15 13 10 13 13 14 1 1 1 15 10 10 3 10 10 6 6 6 6 6 6 15 7 7 7 7 7 7 7 7 7 7 7 5 0 0 3 3 5 5 5 5 3 10 10 10 11 10 2 11 11 11 11 10 5 5 0
10 10 10 10 10 10 10 10 10 10 15 15 14 14 14 1 14 10 13 10 10 9 6 9 11 6 9 5 5 5 5 5 6 6 6 6 6 6 6 6 3 5 5 5 3 3 11 5 0 11 5 3 3 3 3 13 10 10 3 3 6 6 6 0 0
0 0 0 15 15 8 8 8 13 13 0 0 1 1 1 9 9 9 12 12 12 7 7 7 7 13 13 13 13 13 11 11 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 0 0 8 10 8 8 11 0 11 1 11 11 1 1 0 0
