15 15 12 15 8 8 9 8 8 8 8 8 15 11 1 11 1 1 1 8 8 8 6 6 6 6 11 1 1 15 15 15 4 4 4 4 4 15 15 7 7 7 7 7 7 7 7 11 0 10 5 5 2 2 2 0 0 0 0 0 0 0 0 0 0
12 12 12 12 12 12 12 12 12 12 14 14 14 13 0 1 1 15 12 12 12 14 6 6 6 6 11 11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 11 3 10 1 1 1 1 1 8 8 10 1 1 10 1 1 10 1
10 15 15 10 10 10 10 15 8 8 8 8 8 1 1 1 1 1 9 9 9 9 7 7 7 7 7 7 7 7 7 7 7 7 7 1 1 1 1 1 1 1 1 1 1 1 4 4 4 11 10 4 4 11 10 11 10 4 11 10 4 10 10 10 10
15 15 10 10 15 9 9 11 11 11 15 10 10 1 1 1 1 1 1 13 13 7 5 11 6 11 6 7 8 11 0 7 4 4 4 4 4 4 4 4 4 1 4 4 5 5 5 5 4 11 10 4 4 4 4 12 10 10 5 10 5 10 3 10 3
0 0 8 12 12 12 10 10 9 9 9 9 1 1 1 1 1 1 0 15 9 5 5 5 5 5 9 9 3 6 6 5 5 4 4 6 3 3 3 3 3 3 3 6 6 6 6 11 4 10 6 6 6 5 5 5 10 4 10 4 10 1 10 1 10
7 15 13 10 15 9 9 12 12 12 9 9 9 9 1 15 14 8 8 8 8 8 8 6 6 6 6 2 6 6 6 6 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 0 15 11 10 3 3 3 3 10 3 10 15 10 2 10 10 2 10
15 15 12 12 12 12 10 10 15 15 15 13 14 14 14 14 15 11 3 3 3 3 13 13 13 13 9 9 9 9 1 1 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 10 2 2 10 10 2 10 2 2 10 1 10 2 2
0 13 9 9 12 12 12 12 12 12 8 8 8 1 1 1 1 15 12 9 9 9 7 7 7 7 7 7 7 7 2 5 2 2 4 4 7 7 7 7 4 1 1 1 5 5 5 11 2 10 5 5 2 2 2 9 10 2 10 2 0 0 0 0 0
3 12 12 12 12 9 9 9 9 9 9 9 12 12 12 12 12 14 14 14 13 7 7 7 7 11 11 1 1 1 1 1 1 1 1 1 6 0 0 0 0 0 0 0 0 0 0 11 6 10 0 0 0 0 0 0 10 0 10 0 0 10 0 0 10
14 14 14 14 11 11 14 9 11 11 11 11 11 11 1 1 1 1 1 1 1 1 4 4 4 4 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11 10 1 1 11 10 1 1 10 10 10 10 10 4 10 10 10
