12 12 12 12 12 12 12 12 12 12 12 12 12 1 1 1 1 1 10 10 10 10 7 7 7 7 13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 1 1 1 1 1 10 10 5 10 5 12 9 5 10 10 5 5 9 9
13 13 13 9 9 9 9 9 9 8 8 12 12 12 12 12 12 12 13 13 14 14 14 7 13 13 15 15 15 15 15 15 15 15 15 15 3 3 3 3 3 15 3 3 3 3 3 3 3 3 15 10 11 15 10 11 11 11 10 10 0 0 0 10 0
12 13 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 11 11 11 15 6 6 6 6 13 13 6 6 6 11 6 2 15 3 2 2 2 2 2 4 4 4 4 4 2 2 6 6 6 10 14 12 14 2 2 2 11 0 3 3 3 0 0
7 15 8 8 9 11 9 9 9 9 9 9 9 9 9 10 12 11 1 1 1 3 6 6 6 6 6 6 6 6 6 3 3 0 0 0 0 0 0 0 4 5 5 3 3 3 5 5 5 14 5 10 10 10 11 3 10 10 11 5 5 10 10 5 2
9 9 9 9 9 9 9 9 9 8 8 8 8 1 1 1 1 12 10 10 10 14 4 4 4 14 6 14 14 11 11 11 11 11 11 11 11 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 10 5 4 10 4 4 4 10 6 6 9 6
8 8 8 9 9 9 9 9 8 8 8 8 8 1 1 1 1 1 1 9 9 9 6 9 6 6 6 1 6 6 6 11 7 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 10 10 5 10 5 5 10 10 0 5 10 10 10 10 11
9 14 14 9 12 12 9 9 9 9 9 9 1 1 9 9 9 9 9 9 9 9 9 7 9 9 9 9 0 0 0 0 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 2 0 0 3 10 10 10 0 10 10 0 0 10 10 10 0 10 10
10 10 10 10 10 10 10 10 10 13 13 13 13 1 1 1 8 8 3 3 3 3 8 9 9 7 3 3 3 3 3 3 3 3 15 2 2 2 2 2 2 2 2 2 2 0 3 3 3 3 11 10 3 11 11 11 3 9 3 9 9 5 9 9 9
12 12 12 10 10 10 10 13 12 12 12 13 13 1 1 1 1 13 13 13 8 12 12 6 12 12 1 1 1 1 1 1 7 3 3 3 3 3 6 6 6 6 6 6 6 6 2 3 3 3 3 8 12 3 10 2 10 1 3 10 10 3 3 10 10
11 11 11 11 11 11 14 12 12 12 12 12 12 12 12 12 13 13 13 13 13 14 14 6 13 13 13 13 3 3 3 2 2 2 2 2 7 7 7 7 7 7 7 7 7 7 6 6 6 6 10 10 10 6 10 10 6 6 6 10 6 3 10 3 2
